node_id,tgn_memory,gt_embedding,scn_embedding
1642,"[ 0.07789157 -0.10706042 -0.02661669  0.1755836  -0.01611678 -0.04108576
 -0.16912726  0.01071125]","[ 1.1917065  -0.98942816  0.12736712  1.4058332  -0.41493368 -0.03009811
 -1.7859433   0.49549642]","[-0.3130649  -0.17325133 -0.07413866 -0.5264496  -1.5524017   0.09872214
 -0.20606521 -0.7145548 ]"
1643,"[ 0.07789187 -0.1070675  -0.02662     0.17558806 -0.01611271 -0.04108803
 -0.16913432  0.01070535]","[ 1.1916984  -0.9894465   0.1273523   1.4058607  -0.4148792  -0.03007753
 -1.785947    0.4954392 ]","[-0.31306544 -0.17324993 -0.07413812 -0.5264493  -1.552401    0.09872442
 -0.20606555 -0.7145546 ]"
1644,"[ 0.07789361 -0.10705396 -0.02661653  0.17557998 -0.01611699 -0.04108423
 -0.16912366  0.01071499]","[ 1.1917244  -0.9893997   0.12735426  1.4058088  -0.41495046 -0.0301137
 -1.785954    0.49553013]","[-0.3130652  -0.17325151 -0.07413833 -0.52645004 -1.5524018   0.09872153
 -0.20606527 -0.7145541 ]"
1645,"[ 0.07789205 -0.10706731 -0.02662029  0.1755881  -0.01611261 -0.04108777
 -0.16913454  0.0107051 ]","[ 1.191699   -0.9894444   0.12734935  1.4058613  -0.41487858 -0.0300755
 -1.785948    0.49543712]","[-0.3130655  -0.17324978 -0.07413803 -0.5264492  -1.5524011   0.09872463
 -0.2060655  -0.71455455]"
1646,"[ 0.07789526 -0.10706013 -0.02662228  0.17558537 -0.01611198 -0.04108445
 -0.16913305  0.01070665]","[ 1.1917205  -0.98940206  0.12731504  1.4058448  -0.41488814 -0.03007386
 -1.7859666   0.49545053]","[-0.31306693 -0.17324895 -0.07413687 -0.5264492  -1.5524007   0.09872548
 -0.20606545 -0.7145533 ]"
1647,"[ 0.07788333 -0.1070681  -0.02660727  0.17558412 -0.01612398 -0.04109066
 -0.1691211   0.01071569]","[ 1.1916658  -0.9895054   0.12747085  1.4058356  -0.41498622 -0.03013022
 -1.7858928   0.4955427 ]","[-0.313061   -0.17325541 -0.07414232 -0.52645004 -1.5524032   0.0987168
 -0.2060651  -0.7145581 ]"
1648,"[ 0.07789229 -0.10706715 -0.02662057  0.1755881  -0.01611235 -0.04108769
 -0.16913475  0.01070498]","[ 1.1917002  -0.9894422   0.1273463   1.405861   -0.41487655 -0.03007483
 -1.7859495   0.49543574]","[-0.31306568 -0.17324966 -0.07413788 -0.5264492  -1.5524008   0.09872472
 -0.20606555 -0.7145545 ]"
1649,"[ 0.0778916  -0.10706665 -0.02661951  0.17558768 -0.01611364 -0.04108737
 -0.16913344  0.01070586]","[ 1.1916978  -0.98944443  0.12735498  1.4058592  -0.41488975 -0.03007719
 -1.7859453   0.49544495]","[-0.3130654  -0.17325011 -0.07413821 -0.5264492  -1.5524011   0.09872417
 -0.20606545 -0.7145547 ]"
1650,"[ 0.07789228 -0.10706702 -0.02662054  0.17558806 -0.01611246 -0.04108757
 -0.16913468  0.01070501]","[ 1.1917003  -0.9894417   0.12734626  1.405861   -0.41487777 -0.03007456
 -1.7859495   0.495436  ]","[-0.31306568 -0.17324969 -0.07413791 -0.5264492  -1.5524008   0.09872471
 -0.20606555 -0.7145545 ]"
1651,"[ 0.07789225 -0.10706686 -0.02662045  0.17558801 -0.01611261 -0.04108747
 -0.16913451  0.01070511]","[ 1.1917002  -0.9894414   0.12734672  1.4058608  -0.4148795  -0.0300746
 -1.7859495   0.49543715]","[-0.31306565 -0.17324969 -0.07413791 -0.52644914 -1.5524008   0.09872466
 -0.20606555 -0.7145545 ]"
1652,"[ 0.07789211 -0.10706711 -0.02662035  0.1755881  -0.01611267 -0.04108758
 -0.16913451  0.01070508]","[ 1.1916993  -0.9894428   0.1273482   1.4058615  -0.4148796  -0.03007479
 -1.7859484   0.49543682]","[-0.3130656  -0.17324975 -0.07413794 -0.5264492  -1.5524011   0.09872466
 -0.20606552 -0.71455455]"
1653,"[ 0.0778923  -0.10706713 -0.0266206   0.17558816 -0.01611236 -0.04108763
 -0.1691348   0.01070491]","[ 1.1917002  -0.9894421   0.12734593  1.4058616  -0.4148766  -0.03007438
 -1.7859497   0.49543506]","[-0.31306568 -0.17324966 -0.07413788 -0.52644914 -1.5524008   0.09872478
 -0.2060655  -0.7145545 ]"
1654,"[ 0.0778923  -0.10706713 -0.0266206   0.17558816 -0.01611236 -0.04108763
 -0.1691348   0.01070491]","[ 1.1917002  -0.9894421   0.12734593  1.4058616  -0.4148766  -0.03007438
 -1.7859497   0.49543506]","[-0.31306568 -0.17324966 -0.07413788 -0.52644914 -1.5524008   0.09872478
 -0.2060655  -0.7145545 ]"
1655,"[ 0.0778923  -0.10706713 -0.0266206   0.17558816 -0.01611237 -0.04108763
 -0.1691348   0.01070492]","[ 1.1917002  -0.98944205  0.12734598  1.4058616  -0.41487673 -0.03007436
 -1.7859497   0.495435  ]","[-0.31306568 -0.17324966 -0.07413788 -0.52644914 -1.5524008   0.0987248
 -0.2060655  -0.7145545 ]"
1656,"[ 0.07789209 -0.10706741 -0.02662033  0.17558816 -0.0161125  -0.04108786
 -0.16913465  0.01070507]","[ 1.1916993  -0.9894446   0.12734908  1.4058614  -0.41487744 -0.03007575
 -1.7859484   0.49543652]","[-0.31306553 -0.17324978 -0.07413803 -0.5264492  -1.5524011   0.09872466
 -0.2060655  -0.71455455]"
1657,"[ 0.0778923  -0.10706715 -0.02662059  0.17558816 -0.01611236 -0.04108764
 -0.1691348   0.01070492]","[ 1.1917003  -0.9894423   0.12734617  1.4058616  -0.41487667 -0.03007434
 -1.7859497   0.495435  ]","[-0.31306568 -0.17324966 -0.07413788 -0.52644914 -1.5524008   0.0987248
 -0.2060655  -0.7145545 ]"
1658,"[ 0.07786711 -0.10709636 -0.02658937  0.17558789 -0.01612909 -0.04111291
 -0.16911487  0.01072299]","[ 1.1915823  -0.989724    0.12769826  1.4058399  -0.41497856 -0.03023794
 -1.7857894   0.4956092 ]","[-0.3124565  -0.17378637 -0.07458277 -0.5266814  -1.5525708   0.09802207
 -0.20611878 -0.7148445 ]"
1659,"[ 0.0779311  -0.10701576 -0.02667399  0.1755934  -0.01609375 -0.04103272
 -0.16917019  0.01066716]","[ 1.1918674  -0.98894185  0.12674026  1.405953   -0.41479418 -0.0297063
 -1.7862074   0.49508902]","[-0.31247902 -0.17376661 -0.07456554 -0.5266744  -1.5525645   0.09804741
 -0.20611723 -0.7148319 ]"
1660,"[ 0.07791822 -0.10703067 -0.02666239  0.17559817 -0.01610446 -0.04103788
 -0.16916592  0.01066807]","[ 1.1917943  -0.9890595   0.12688008  1.4059881  -0.41486278 -0.0297155
 -1.7861326   0.4951078 ]","[-0.31247684 -0.17376888 -0.07456781 -0.5266741  -1.5525653   0.0980446
 -0.20611697 -0.71483433]"
1661,"[ 0.0779206  -0.1070333  -0.02666526  0.17559893 -0.01609899 -0.0410413
 -0.16916975  0.01066646]","[ 1.1918051  -0.98906225  0.12685959  1.4059865  -0.41480637 -0.02972426
 -1.7861453   0.49508712]","[-0.3124767  -0.17376846 -0.07456751 -0.52667445 -1.5525651   0.09804533
 -0.20611721 -0.71483386]"
1662,"[ 0.07791691 -0.10703969 -0.02666065  0.1755992  -0.01609992 -0.04104725
 -0.16916761  0.01066913]","[ 1.1917877  -0.98911494  0.12691617  1.4059819  -0.41480294 -0.0297576
 -1.7861209   0.49511066]","[-0.31247532 -0.1737696  -0.07456852 -0.5266749  -1.5525653   0.09804389
 -0.20611745 -0.71483463]"
1663,"[ 0.07793041 -0.10702226 -0.02667807  0.17559978 -0.01609255 -0.04103066
 -0.16917849  0.01065822]","[ 1.191849   -0.98895025  0.12671706  1.4060011  -0.41476598 -0.02965117
 -1.7862085   0.49500877]","[-0.31247997 -0.17376548 -0.07456498 -0.52667356 -1.5525641   0.09804904
 -0.20611715 -0.71483195]"
1664,"[ 0.0779287  -0.10702512 -0.02667687  0.17560092 -0.01609351 -0.04103168
 -0.16917871  0.01065768]","[ 1.1918384  -0.9889687   0.12673455  1.4060091  -0.41476887 -0.02965044
 -1.7861989   0.49500495]","[-0.3124797  -0.17376575 -0.07456534 -0.52667356 -1.5525641   0.09804879
 -0.20611706 -0.7148323 ]"
1665,"[ 0.07792901 -0.1070236  -0.02667674  0.1756002  -0.01609389 -0.04103104
 -0.16917785  0.01065843]","[ 1.1918412  -0.98896176  0.12673223  1.4060045  -0.41477567 -0.02965205
 -1.7862005   0.495012  ]","[-0.31247976 -0.17376581 -0.07456522 -0.52667344 -1.5525641   0.09804875
 -0.20611706 -0.7148322 ]"
1666,"[ 0.07792822 -0.1070249  -0.0266759   0.17560042 -0.01609422 -0.04103197
 -0.16917758  0.01065871]","[ 1.1918371  -0.9889717   0.1267429   1.4060051  -0.41477615 -0.02965629
 -1.7861955   0.49501452]","[-0.31247956 -0.17376599 -0.07456546 -0.52667356 -1.5525643   0.09804852
 -0.20611706 -0.71483237]"
1667,"[ 0.07792865 -0.10702519 -0.02667678  0.17560092 -0.01609356 -0.04103174
 -0.16917868  0.01065772]","[ 1.191838   -0.9889692   0.12673545  1.4060087  -0.41476914 -0.02965075
 -1.7861983   0.49500522]","[-0.31247973 -0.17376581 -0.07456528 -0.52667356 -1.5525641   0.09804876
 -0.20611708 -0.7148323 ]"
1668,"[ 0.07792135 -0.10702607 -0.02666748  0.1755994  -0.01610369 -0.04103158
 -0.16916965  0.01066356]","[ 1.1918052  -0.98901176  0.1268229   1.4060038  -0.41486317 -0.02967065
 -1.7861545   0.49506783]","[-0.31247845 -0.17376757 -0.07456671 -0.5266733  -1.552565    0.09804629
 -0.20611674 -0.71483374]"
1669,"[ 0.07792874 -0.10702499 -0.0266769   0.1756009  -0.01609352 -0.0410316
 -0.1691787   0.01065769]","[ 1.1918385  -0.9889677   0.12673391  1.4060087  -0.41476908 -0.02965026
 -1.7861991   0.49500492]","[-0.31247973 -0.17376575 -0.07456528 -0.52667356 -1.5525641   0.09804881
 -0.2061171  -0.71483225]"
1670,"[ 0.07792871 -0.10702509 -0.02667688  0.17560095 -0.01609351 -0.04103164
 -0.16917874  0.01065765]","[ 1.1918384  -0.9889682   0.1267343   1.4060091  -0.41476882 -0.0296501
 -1.7861991   0.49500465]","[-0.3124797  -0.17376572 -0.07456531 -0.52667356 -1.5525641   0.09804883
 -0.20611705 -0.7148323 ]"
1671,"[ 0.07792868 -0.10702511 -0.02667676  0.17560086 -0.01609354 -0.04103174
 -0.16917863  0.0106578 ]","[ 1.1918384  -0.9889688   0.1267355   1.4060085  -0.41476917 -0.02965115
 -1.7861987   0.4950058 ]","[-0.31247965 -0.17376575 -0.07456531 -0.52667356 -1.5525641   0.09804878
 -0.20611705 -0.7148323 ]"
1672,"[ 0.07792848 -0.10702543 -0.0266765   0.17560086 -0.01609359 -0.04103209
 -0.16917847  0.01065798]","[ 1.1918375  -0.98897177  0.12673865  1.4060081  -0.414769   -0.02965323
 -1.7861974   0.49500743]","[-0.31247965 -0.17376584 -0.07456534 -0.52667356 -1.5525641   0.09804866
 -0.20611711 -0.71483237]"
1673,"[ 0.07792703 -0.10702748 -0.0266748   0.17560102 -0.01609433 -0.04103377
 -0.16917758  0.01065883]","[ 1.1918304  -0.98898935  0.12675871  1.4060078  -0.4147721  -0.02966277
 -1.7861878   0.4950155 ]","[-0.3124791  -0.17376626 -0.07456575 -0.5266737  -1.5525644   0.09804823
 -0.20611711 -0.7148326 ]"
1674,"[ 0.07792799 -0.10702609 -0.02667597  0.17560092 -0.01609389 -0.04103255
 -0.1691782   0.01065819]","[ 1.1918352  -0.9889774   0.12674491  1.4060081  -0.41477054 -0.0296556
 -1.7861941   0.49500945]","[-0.31247947 -0.17376596 -0.07456546 -0.52667356 -1.5525641   0.09804854
 -0.20611714 -0.7148325 ]"
1675,"[ 0.07792422 -0.10703102 -0.02667134  0.17560104 -0.01609597 -0.0410369
 -0.1691755   0.01066085]","[ 1.1918173  -0.98902225  0.1267985   1.4060051  -0.4147806  -0.02968231
 -1.7861702   0.49503472]","[-0.31247824 -0.17376709 -0.07456641 -0.52667385 -1.5525646   0.09804723
 -0.20611717 -0.7148332 ]"
1676,"[ 0.07792292 -0.10703138 -0.02666877  0.17559978 -0.01609722 -0.04103862
 -0.16917276  0.01066356]","[ 1.191814   -0.9890362   0.12682289  1.4059947  -0.4147927  -0.02970154
 -1.7861608   0.49505973]","[-0.31247762 -0.17376763 -0.07456692 -0.52667415 -1.5525647   0.09804641
 -0.20611717 -0.71483344]"
1677,"[ 0.0779264  -0.10702517 -0.02667326  0.17559968 -0.01609656 -0.04103255
 -0.16917488  0.01066077]","[ 1.19183    -0.98898464  0.12676778  1.4060005  -0.41479817 -0.0296669
 -1.7861842   0.49503532]","[-0.31247902 -0.1737665  -0.07456584 -0.5266737  -1.5525644   0.09804775
 -0.20611708 -0.7148327 ]"
1678,"[ 0.07792842 -0.1070251  -0.02667646  0.17560083 -0.01609394 -0.04103167
 -0.1691783   0.01065797]","[ 1.1918372  -0.9889701   0.12673818  1.4060085  -0.41477284 -0.02965142
 -1.786197    0.49500772]","[-0.31247962 -0.17376581 -0.0745654  -0.5266735  -1.5525641   0.09804869
 -0.20611708 -0.71483237]"
1679,"[ 0.07792884 -0.10702467 -0.02667686  0.17560071 -0.01609355 -0.04103153
 -0.16917846  0.01065791]","[ 1.1918393  -0.98896664  0.1267335   1.4060076  -0.41477033 -0.02965117
 -1.7861992   0.4950068 ]","[-0.31247965 -0.17376575 -0.07456534 -0.52667356 -1.5525641   0.09804878
 -0.20611705 -0.7148323 ]"
1680,"[ 0.07792959 -0.10701498 -0.02667304  0.17559403 -0.01609699 -0.04102999
 -0.16916928  0.01066654]","[ 1.1918579  -0.9889399   0.12674735  1.4059628  -0.41482535 -0.02968997
 -1.7862005   0.49508762]","[-0.31247932 -0.17376664 -0.0745656  -0.5266739  -1.5525645   0.0980473
 -0.20611705 -0.7148321 ]"
1681,"[ 0.07792863 -0.10702509 -0.02667674  0.17560087 -0.01609362 -0.04103169
 -0.16917859  0.0106578 ]","[ 1.191838   -0.988969    0.12673566  1.4060086  -0.41476992 -0.0296509
 -1.7861984   0.49500608]","[-0.31247973 -0.17376581 -0.07456528 -0.52667356 -1.5525641   0.09804872
 -0.20611708 -0.7148323 ]"
1682,"[ 0.07792876 -0.10702498 -0.02667689  0.17560087 -0.01609351 -0.04103161
 -0.1691787   0.01065771]","[ 1.1918386  -0.9889677   0.12673399  1.4060085  -0.41476902 -0.02965021
 -1.7861991   0.49500516]","[-0.3124797  -0.17376575 -0.07456531 -0.52667356 -1.5525641   0.09804882
 -0.20611705 -0.7148323 ]"
1683,"[ 0.07792725 -0.1070239  -0.02667485  0.17560023 -0.01609642 -0.04103052
 -0.16917618  0.01065919]","[ 1.1918325  -0.9889705   0.12675044  1.406007   -0.41479865 -0.02965151
 -1.7861904   0.4950216 ]","[-0.31247953 -0.17376614 -0.07456554 -0.5266734  -1.5525644   0.0980483
 -0.20611699 -0.71483254]"
1684,"[ 0.07792812 -0.10702553 -0.02667592  0.17560065 -0.016094   -0.04103235
 -0.16917786  0.0106585 ]","[ 1.191836   -0.9889748   0.12674409  1.4060062  -0.41477275 -0.02965667
 -1.7861946   0.49501252]","[-0.31247944 -0.17376599 -0.07456549 -0.52667356 -1.5525641   0.09804852
 -0.2061171  -0.7148324 ]"
1685,"[ 0.07792875 -0.10702506 -0.02667692  0.17560093 -0.01609347 -0.04103164
 -0.16917875  0.01065765]","[ 1.1918386  -0.988968    0.12673384  1.4060088  -0.41476852 -0.02965007
 -1.7861991   0.49500445]","[-0.3124797  -0.17376572 -0.07456531 -0.52667356 -1.5525641   0.09804882
 -0.20611705 -0.7148323 ]"
1686,"[ 0.07792871 -0.10702511 -0.02667688  0.17560095 -0.01609349 -0.04103167
 -0.16917875  0.01065765]","[ 1.1918384  -0.9889684   0.12673432  1.4060093  -0.41476864 -0.0296503
 -1.786199    0.49500453]","[-0.3124797  -0.17376572 -0.07456531 -0.52667356 -1.5525641   0.09804883
 -0.20611705 -0.7148323 ]"
1687,"[ 0.07792855 -0.10702504 -0.02667668  0.1756009  -0.01609379 -0.04103156
 -0.16917852  0.01065777]","[ 1.1918378  -0.98896897  0.12673609  1.4060091  -0.41477156 -0.02965018
 -1.786198    0.49500605]","[-0.31247973 -0.17376581 -0.07456528 -0.5266735  -1.5525641   0.09804872
 -0.20611708 -0.7148323 ]"
1688,"[ 0.07792869 -0.10702513 -0.02667671  0.17560078 -0.01609346 -0.04103192
 -0.16917853  0.01065793]","[ 1.1918385  -0.98896945  0.12673597  1.4060076  -0.4147684  -0.02965263
 -1.7861984   0.49500698]","[-0.31247965 -0.17376578 -0.07456534 -0.52667356 -1.5525641   0.09804877
 -0.20611706 -0.7148323 ]"
1689,"[ 0.07792789 -0.107025   -0.02667561  0.17560048 -0.01609469 -0.04103181
 -0.16917734  0.01065873]","[ 1.1918353  -0.9889733   0.12674583  1.4060063  -0.41478038 -0.02965534
 -1.7861937   0.49501556]","[-0.31247953 -0.17376605 -0.07456546 -0.5266735  -1.5525644   0.09804842
 -0.2061171  -0.7148324 ]"
1690,"[ 0.07792893 -0.10702479 -0.02667706  0.17560081 -0.01609336 -0.04103154
 -0.16917875  0.01065768]","[ 1.1918397  -0.988966    0.12673195  1.4060082  -0.41476807 -0.02965013
 -1.7862      0.49500468]","[-0.31247973 -0.17376572 -0.07456528 -0.52667356 -1.5525641   0.09804883
 -0.20611705 -0.71483225]"
1691,"[ 0.07792864 -0.10702506 -0.02667679  0.17560092 -0.01609366 -0.04103158
 -0.1691786   0.01065771]","[ 1.191838   -0.9889686   0.12673502  1.4060093  -0.4147704  -0.02965013
 -1.7861983   0.49500522]","[-0.31247973 -0.17376581 -0.07456528 -0.52667356 -1.5525641   0.09804875
 -0.20611708 -0.71483237]"
1692,"[ 0.07792878 -0.1070248  -0.02667688  0.17560083 -0.01609362 -0.04103145
 -0.1691786   0.01065775]","[ 1.1918389  -0.98896676  0.12673365  1.4060084  -0.41477045 -0.02964979
 -1.7861992   0.49500552]","[-0.31247973 -0.17376572 -0.07456528 -0.52667356 -1.5525641   0.09804878
 -0.20611708 -0.7148323 ]"
1693,"[ 0.07792871 -0.10702511 -0.02667689  0.17560095 -0.01609349 -0.04103166
 -0.16917875  0.01065764]","[ 1.1918383  -0.98896843  0.12673423  1.4060092  -0.4147686  -0.02965022
 -1.786199    0.49500456]","[-0.31247973 -0.17376581 -0.07456528 -0.52667356 -1.5525641   0.09804879
 -0.20611708 -0.7148323 ]"
1694,"[ 0.07792871 -0.10702511 -0.02667689  0.17560095 -0.01609349 -0.04103166
 -0.16917875  0.01065764]","[ 1.1918383  -0.98896843  0.12673423  1.4060092  -0.4147686  -0.02965022
 -1.786199    0.49500456]","[-0.31247973 -0.17376578 -0.07456528 -0.52667356 -1.5525641   0.0980488
 -0.20611708 -0.7148323 ]"
1695,"[ 0.07792871 -0.10702511 -0.02667688  0.17560095 -0.0160935  -0.04103166
 -0.16917875  0.01065764]","[ 1.1918384  -0.9889685   0.12673435  1.4060092  -0.41476873 -0.02965022
 -1.786199    0.49500453]","[-0.31247973 -0.17376581 -0.07456528 -0.52667356 -1.5525641   0.09804879
 -0.20611708 -0.7148323 ]"
1696,"[ 0.0780942  -0.10720669 -0.02704086  0.17583764 -0.01579511 -0.04097563
 -0.16966605  0.01023189]","[ 1.1921028  -0.98815393  0.12378745  1.4076159  -0.4114717  -0.02745955
 -1.7873392   0.4909184 ]","[-0.31002998 -0.17685008 -0.07670118 -0.5275633  -1.5537344   0.09361827
 -0.20601556 -0.71619797]"
1697,"[ 0.07805277 -0.10721088 -0.02697155  0.17581053 -0.01584515 -0.04100288
 -0.16959265  0.01029621]","[ 1.1919668  -0.98849094  0.12443386  1.4074175  -0.4119505  -0.02784572
 -1.7870686   0.49153736]","[-0.31000632 -0.17687687 -0.07672144 -0.52757037 -1.5537442   0.09358115
 -0.20601512 -0.7162126 ]"
1698,"[ 0.07807156 -0.1072306  -0.02700873  0.17583258 -0.01580984 -0.04100297
 -0.16964193  0.01025581]","[ 1.1920089  -0.9884189   0.12413583  1.4075562  -0.4115683  -0.02766415
 -1.7871913   0.49114174]","[-0.3100157  -0.1768632  -0.07671218 -0.5275679  -1.5537386   0.09360114
 -0.20601642 -0.71620584]"
1699,"[ 0.07810178 -0.10719442 -0.02705086  0.17583784 -0.01579283 -0.04096337
 -0.16967152  0.01022537]","[ 1.1921368  -0.988047    0.12366813  1.4076303  -0.4114728  -0.02738603
 -1.7873894   0.49085993]","[-0.31003538 -0.17684573 -0.07669733 -0.5275613  -1.5537331   0.09362375
 -0.20601493 -0.7161953 ]"
1700,"[ 0.07811222 -0.10715626 -0.02705633  0.17582554 -0.01580076 -0.04093898
 -0.16965973  0.01023252]","[ 1.1922104  -0.98783624  0.12353326  1.4075742  -0.4116264  -0.02733614
 -1.7874548   0.4909358 ]","[-0.31004226 -0.17684281 -0.07669313 -0.5275593  -1.5537329   0.09362604
 -0.20601347 -0.7161918 ]"
1701,"[ 0.07808326 -0.10717054 -0.02700955  0.17581019 -0.01582847 -0.04096694
 -0.16961497  0.01027416]","[ 1.1921093  -0.98812234  0.1239951   1.4074469  -0.41186976 -0.02762545
 -1.7872634   0.49132973]","[-0.31002396 -0.17686152 -0.07670774 -0.5275653  -1.5537393   0.09360068
 -0.206014   -0.71620196]"
1702,"[ 0.07814777 -0.10702741 -0.0270657   0.17577352 -0.01582255 -0.04087323
 -0.16960755  0.01027433]","[ 1.1924889  -0.9871799   0.12316135  1.4072855  -0.4121069  -0.02732587
 -1.787663    0.49133986]","[-0.31005916 -0.17683783 -0.07668225 -0.527557   -1.5537331   0.09362707
 -0.20601    -0.71618015]"
1703,"[ 0.07805695 -0.10720803 -0.02698315  0.17581798 -0.01584408 -0.04098951
 -0.16960531  0.01028104]","[ 1.1919676  -0.98841614  0.12432094  1.4074868  -0.41194    -0.02771897
 -1.7871038   0.49140388]","[-0.31001252 -0.17687151 -0.07671751 -0.52756685 -1.5537426   0.09358844
 -0.2060142  -0.71621096]"
1704,"[ 0.07807473 -0.1072154  -0.02701327  0.17583148 -0.01581624 -0.04098672
 -0.16964085  0.01025258]","[ 1.1920235  -0.9883182   0.1240603   1.4075711  -0.41165692 -0.02758533
 -1.7872168   0.49112254]","[-0.31002074 -0.17686045 -0.07670949 -0.52756524 -1.5537382   0.09360418
 -0.20601521 -0.7162047 ]"
1705,"[ 0.07811972 -0.10706358 -0.02703722  0.17578086 -0.01584171 -0.04089396
 -0.16959535  0.01028238]","[ 1.192339   -0.9874749   0.12350336  1.4073268  -0.41221282 -0.02741575
 -1.7874941   0.49142843]","[-0.31004763 -0.17684847 -0.07669239 -0.5275582  -1.5537367   0.09361393
 -0.20600995 -0.7161897 ]"
1706,"[ 0.07811946 -0.1071742  -0.0270762   0.17584181 -0.01578251 -0.04094002
 -0.16969012  0.01020626]","[ 1.1922094  -0.9878302   0.12339041  1.40768    -0.41141093 -0.02721578
 -1.7875062   0.49068347]","[-0.31004712 -0.1768353  -0.07668851 -0.5275573  -1.5537299   0.09363742
 -0.20601407 -0.7161892 ]"
1707,"[ 0.07811715 -0.10716954 -0.02707131  0.17583843 -0.01578834 -0.04093817
 -0.16968277  0.01021183]","[ 1.1922055  -0.9878292   0.12342502  1.4076612  -0.41147652 -0.02723353
 -1.7874913   0.49073932]","[-0.3100463  -0.17683703 -0.07668959 -0.5275574  -1.5537306   0.09363478
 -0.20601377 -0.71619004]"
1708,"[ 0.0781193  -0.10717439 -0.02707599  0.1758418  -0.01578263 -0.04094017
 -0.16968997  0.01020638]","[ 1.1922088  -0.9878322   0.12339268  1.4076797  -0.41141173 -0.02721678
 -1.7875049   0.49068475]","[-0.3100471  -0.17683539 -0.07668857 -0.5275573  -1.5537299   0.09363723
 -0.20601413 -0.71618927]"
1709,"[ 0.07809909 -0.10719744 -0.02704958  0.17584008 -0.01579571 -0.04096232
 -0.16967212  0.0102234 ]","[ 1.1921183  -0.98806405  0.12368659  1.4076495  -0.41149238 -0.02736819
 -1.7873756   0.49084583]","[-0.31003538 -0.176846   -0.07669775 -0.5275606  -1.5537333   0.0936235
 -0.20601466 -0.71619624]"
1710,"[ 0.07811863 -0.10717519 -0.02707511  0.17584176 -0.01578304 -0.04094096
 -0.1696894   0.01020695]","[ 1.1922057  -0.98784006  0.12340256  1.407679   -0.411414   -0.02722212
 -1.7875006   0.49069002]","[-0.31004667 -0.17683575 -0.0766889  -0.5275575  -1.55373     0.09363684
 -0.2060141  -0.71618944]"
1711,"[ 0.07810877 -0.10718294 -0.02706232  0.1758405  -0.01579198 -0.04094792
 -0.16967948  0.0102151 ]","[ 1.1921618  -0.9879341   0.12353732  1.4076669  -0.411484   -0.02727932
 -1.7874391   0.49077067]","[-0.31004196 -0.17684063 -0.07669298 -0.5275584  -1.5537317   0.0936304
 -0.20601402 -0.71619284]"
1712,"[ 0.07811778 -0.10717377 -0.02707392  0.17584123 -0.01578523 -0.04093956
 -0.16968763  0.01020786]","[ 1.1922024  -0.98783755  0.12341029  1.407678   -0.4114375  -0.02721989
 -1.7874962   0.49070063]","[-0.31004667 -0.1768361  -0.07668911 -0.5275572  -1.5537302   0.09363627
 -0.2060139  -0.7161898 ]"
1713,"[ 0.07811324 -0.10718171 -0.02706818  0.17584148 -0.01578633 -0.04094705
 -0.16968493  0.01021127]","[ 1.1921811  -0.987903    0.12348071  1.4076717  -0.41143277 -0.0272621
 -1.7874663   0.4907309 ]","[-0.3100435  -0.17683855 -0.07669134 -0.5275583  -1.5537308   0.09363329
 -0.20601423 -0.71619135]"
1714,"[ 0.07813652 -0.10714785 -0.0270881   0.17583065 -0.01577129 -0.04093244
 -0.16968855  0.01021175]","[ 1.1923168  -0.9876605   0.12322272  1.4076006  -0.41136363 -0.02723473
 -1.7876025   0.49072132]","[-0.31005144 -0.17683145 -0.07668395 -0.5275586  -1.5537285   0.09364155
 -0.20601462 -0.7161835 ]"
1715,"[ 0.07811869 -0.10717431 -0.02707526  0.1758417  -0.0157836  -0.04093995
 -0.16968921  0.0102068 ]","[ 1.192206   -0.98783463  0.12339929  1.40768    -0.41142103 -0.02721733
 -1.7875015   0.49068946]","[-0.31004685 -0.17683563 -0.07668881 -0.5275573  -1.55373     0.09363697
 -0.20601396 -0.71618944]"
1716,"[ 0.07812048 -0.10716523 -0.02707446  0.17583728 -0.01578592 -0.04093616
 -0.1696839   0.01021135]","[ 1.192224   -0.98779553  0.12338653  1.4076537  -0.4114628  -0.02722741
 -1.7875111   0.49073282]","[-0.31004748 -0.17683586 -0.07668842 -0.5275574  -1.5537301   0.0936362
 -0.20601377 -0.71618885]"
1717,"[ 0.07811897 -0.10717495 -0.02707561  0.17584185 -0.01578275 -0.04094063
 -0.16968982  0.01020654]","[ 1.1922071  -0.98783654  0.12339735  1.4076797  -0.41141176 -0.02721924
 -1.7875029   0.49068624]","[-0.3100468  -0.1768355  -0.07668872 -0.5275574  -1.55373     0.09363706
 -0.20601411 -0.7161894 ]"
1718,"[ 0.07782129 -0.10724868 -0.02661392  0.17569374 -0.0161289  -0.04111853
 -0.1692268   0.01059964]","[ 1.1911181  -0.9902729   0.1278079   1.4066036  -0.41461247 -0.0295706
 -1.7855855   0.49451268]","[-0.31310105 -0.1736123  -0.07409649 -0.52675074 -1.5525825   0.09798615
 -0.2060248  -0.714206  ]"
1719,"[ 0.07783548 -0.10730281 -0.02664765  0.17572291 -0.01607705 -0.04114949
 -0.1692868   0.01055772]","[ 1.1911286  -0.9903935   0.1276173   1.4067484  -0.41400686 -0.02950129
 -1.7856725   0.49408007]","[-0.31310177 -0.1736055  -0.07409297 -0.52675194 -1.552579    0.09799729
 -0.20602718 -0.7142026 ]"
